SMILES_Solute,Temperature_K,Solvent,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),LogS(mol/L),Compound_Name,CAS,PubChem_CID,FDA_Approved,Source
Cn1cnc([N+](=O)[O-])c1Cl,300.65,n-propanol,CCCO,0.003075,0.0409360809540397,-1.387893737186565,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,303.15,n-propanol,CCCO,0.003422,0.0454627182790684,-1.3423446007644546,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,305.65,n-propanol,CCCO,0.0038,0.0503646100044085,-1.2978745246355674,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,308.15,n-propanol,CCCO,0.004184,0.0553388334726467,-1.2569699999065254,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,310.65,n-propanol,CCCO,0.004675,0.0616961894641929,-1.2097416584267031,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,313.15,n-propanol,CCCO,0.005225,0.0688236577919415,-1.1622622495203545,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,315.65,n-propanol,CCCO,0.005925,0.077884741102615,-1.1085476194012038,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
Cn1cnc([N+](=O)[O-])c1Cl,318.15,n-propanol,CCCO,0.006596,0.0865440675127647,-1.06276269711007,5-chloro-1-methyl-4-nitroimidazole,4897-25-0,21010,No,10.1016/j.jct.2016.10.006
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,278.15,n-propanol,CCCO,0.0141,0.1941906741469277,-0.7117716305751807,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,280.65,n-propanol,CCCO,0.0164,0.2258273387618649,-0.6462234833379282,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,283.15,n-propanol,CCCO,0.0191,0.2630668590077474,-0.5799338606054004,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,285.65,n-propanol,CCCO,0.0222,0.3059595440370041,-0.514335994966246,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,288.15,n-propanol,CCCO,0.025,0.344531655334371,-0.4627708692412482,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,290.65,n-propanol,CCCO,0.029,0.4004410630615704,-0.3974613943629076,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,293.15,n-propanol,CCCO,0.0334,0.4620070884033646,-0.3353513611736345,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,295.65,n-propanol,CCCO,0.0385,0.5341445959657626,-0.2723411610810199,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,298.15,n-propanol,CCCO,0.0437,0.608006671589275,-0.216091655236293,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,300.65,n-propanol,CCCO,0.05,0.6985058195140107,-0.1558299712644823,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,n-propanol,CCCO,0.0567,0.7958292810163762,-0.0991800858607883,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,305.65,n-propanol,CCCO,0.0644,0.9088329630644087,-0.0415159296333162,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,308.15,n-propanol,CCCO,0.0728,1.0341305794536624,0.014575380494528,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,310.65,n-propanol,CCCO,0.0825,1.1811077373639585,0.0722895145555825,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,313.15,n-propanol,CCCO,0.0925,1.33558464400027,0.1256714170727452,Ciclesonide,126544-47-6,6918155,Yes,10.1016/j.jct.2016.10.014
COc1cc(Cl)nc(N)n1,273.15,n-propanol,CCCO,0.001223,0.0167098953533455,-1.7770262698915795,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,278.15,n-propanol,CCCO,0.001582,0.0215147448714066,-1.6672637995510846,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,283.15,n-propanol,CCCO,0.002011,0.0272234914204825,-1.5650561771704443,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,288.15,n-propanol,CCCO,0.00256,0.0344863254617657,-1.4623530774996454,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,293.15,n-propanol,CCCO,0.003231,0.0433402485972112,-1.3631086019205063,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,298.15,n-propanol,CCCO,0.004071,0.054386835157096,-1.2645062126281044,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,303.15,n-propanol,CCCO,0.005017,0.0667598158629754,-1.1754848698628322,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,308.15,n-propanol,CCCO,0.006184,0.0819560314874296,-1.0864190793684283,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,313.15,n-propanol,CCCO,0.007496,0.0989631772847003,-1.0045263698152578,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,318.15,n-propanol,CCCO,0.009162,0.1205230722441307,-0.9189298062911866,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
COc1cc(Cl)nc(N)n1,323.15,n-propanol,CCCO,0.01126,0.1476399619136396,-0.8307960755103704,2-amino-4-chloro-6-methoxypyrimidine,5734-64-5,79811,No,10.1016/j.jct.2016.10.020
Cc1cc([N+](=O)[O-])ccc1N,278.15,n-propanol,CCCO,0.006312,0.0862499929747253,-1.0642409316290438,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,280.65,n-propanol,CCCO,0.007006,0.0955596823212714,-1.019725302688884,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,283.15,n-propanol,CCCO,0.007763,0.1056991938983285,-0.975928324772448,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,285.65,n-propanol,CCCO,0.008531,0.1159529669621311,-0.935718134315376,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,288.15,n-propanol,CCCO,0.00939,0.1273669128112981,-0.894943377728831,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,290.65,n-propanol,CCCO,0.01033,0.1399489851603153,-0.854030246471653,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,293.15,n-propanol,CCCO,0.01131,0.1529506849464246,-0.8154485738098253,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,295.65,n-propanol,CCCO,0.01241,0.1676264299739405,-0.7756575042804329,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,298.15,n-propanol,CCCO,0.01358,0.1831719481207982,-0.7371410356308472,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,300.65,n-propanol,CCCO,0.01484,0.1999174762172342,-0.6991492394338628,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,303.15,n-propanol,CCCO,0.0162,0.2180192724371236,-0.6615051139956544,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,305.65,n-propanol,CCCO,0.01762,0.2368180539662064,-0.6255851919870373,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,308.15,n-propanol,CCCO,0.01919,0.257695902893567,-0.5888924862409483,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,310.65,n-propanol,CCCO,0.02094,0.2809370441124193,-0.5513909913328264,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
Cc1cc([N+](=O)[O-])ccc1N,313.15,n-propanol,CCCO,0.02275,0.3050366620706264,-0.5156479600692907,2-methyl-4-nitroaniline,99-52-5,7441,No,10.1016/j.jct.2016.10.037
O=Cc1cccc([N+](=O)[O-])c1,273.15,n-propanol,CCCO,0.0254,0.3556502476423165,-0.4489768845630542,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,275.65,n-propanol,CCCO,0.02934,0.411455906393999,-0.3856766990563753,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,278.15,n-propanol,CCCO,0.03376,0.4744162420666051,-0.3238404509271988,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,280.65,n-propanol,CCCO,0.03853,0.5427682809979321,-0.2653855401391867,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,283.15,n-propanol,CCCO,0.04417,0.6243156886794913,-0.2045957513712558,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,285.65,n-propanol,CCCO,0.05049,0.716583644073374,-0.1447331087707249,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,288.15,n-propanol,CCCO,0.05754,0.8203528069834781,-0.0859993315510907,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,290.65,n-propanol,CCCO,0.06481,0.9291846032175202,-0.0318979951622348,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,293.15,n-propanol,CCCO,0.07287,1.0508896098127416,0.0215570981718116,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,295.65,n-propanol,CCCO,0.08329,1.2120158272706678,0.0835082911598333,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,298.15,n-propanol,CCCO,0.0942,1.3836927009373512,0.1410396500154443,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,300.65,n-propanol,CCCO,0.1058,1.5702710784914609,0.1959746318555005,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
O=Cc1cccc([N+](=O)[O-])c1,303.152,n-propanol,CCCO,0.1199,1.8034069081409716,0.2560937289531632,3-nitrobenzaldehyde,99-61-6,7449,No,10.1016/j.jct.2016.10.040
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,278.15,n-propanol,CCCO,0.00838,0.1147468743871803,-0.9402591354629254,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,283.15,n-propanol,CCCO,0.009777,0.1333921008062761,-0.8748698876445032,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,288.15,n-propanol,CCCO,0.01116,0.1516463307185506,-0.819168093549591,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,293.15,n-propanol,CCCO,0.01293,0.1751457224500653,-0.756600464906482,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,298.15,n-propanol,CCCO,0.01344,0.1812578520707014,-0.7417031707591025,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,303.15,n-propanol,CCCO,0.01426,0.1915330988281247,-0.7177561647956191,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,308.15,n-propanol,CCCO,0.01572,0.2103542569382384,-0.6770486947423977,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,313.15,n-propanol,CCCO,0.0169,0.2252502732819364,-0.647334673446502,"11α,17α-dihydroxy-4-pregnene-3,20-dione",641-77-0,92827,No,10.1016/j.jct.2016.10.046
Nc1ccc([N+](=O)[O-])cc1N,283.15,n-propanol,CCCO,0.0005697,0.0077010725395492,-2.11344878579243,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,285.65,n-propanol,CCCO,0.0006244,0.0084196728294948,-2.074704783928571,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,288.15,n-propanol,CCCO,0.0006791,0.0091310873597913,-2.0394775021767098,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,290.65,n-propanol,CCCO,0.0007453,0.0100003398496725,-1.9999852407670489,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,293.15,n-propanol,CCCO,0.0008109,0.0108509703178051,-1.964531424504255,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,295.65,n-propanol,CCCO,0.0008886,0.0118642364251141,-1.9257602074702849,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,298.15,n-propanol,CCCO,0.0009701,0.0129198979022823,-1.8887409182798365,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,300.65,n-propanol,CCCO,0.00105,0.0139498384296556,-1.8554308224631684,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,303.15,n-propanol,CCCO,0.001151,0.0152567550693695,-1.8165378258386935,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,305.65,n-propanol,CCCO,0.001257,0.0166176629231877,-1.77943005461523,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,308.15,n-propanol,CCCO,0.001363,0.0179765202012408,-1.7452943728731094,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,310.65,n-propanol,CCCO,0.001486,0.0195481782250934,-1.7088937100663235,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,313.15,n-propanol,CCCO,0.001618,0.0212352849423679,-1.6729419071212506,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,315.65,n-propanol,CCCO,0.00175,0.0229077221881361,-1.6400180924039616,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1ccc([N+](=O)[O-])cc1N,318.15,n-propanol,CCCO,0.001889,0.0246680986373675,-1.6078643236810022,"4-nitro-1,2-phenylenediamine",99-56-9,5111791,No,10.1016/j.jct.2016.11.014
Nc1cc(Cl)ccc1C(=O)O,278.15,n-propanol,CCCO,0.008687,0.1189874461766621,-0.9244988566226215,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,280.65,n-propanol,CCCO,0.009496,0.1298481184509192,-0.8865643390828383,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,283.15,n-propanol,CCCO,0.01034,0.1411536224819732,-0.8503079719007357,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,285.65,n-propanol,CCCO,0.01131,0.1541570982598148,-0.8120364731165559,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,288.15,n-propanol,CCCO,0.0123,0.1673299939899744,-0.7764262045439557,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,290.65,n-propanol,CCCO,0.01335,0.1814170009037086,-0.7413220168751428,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,293.15,n-propanol,CCCO,0.01445,0.1960370450723281,-0.7076618523665806,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,295.65,n-propanol,CCCO,0.0157,0.2127744934598117,-0.6720804347114983,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,298.15,n-propanol,CCCO,0.01697,0.2296868512499863,-0.6388638658978018,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,300.65,n-propanol,CCCO,0.01836,0.2482241657626701,-0.6051559402164549,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,303.15,n-propanol,CCCO,0.01983,0.267860082298323,-0.5720920020664876,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,305.65,n-propanol,CCCO,0.02137,0.288319763685268,-0.5401255866604725,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,308.15,n-propanol,CCCO,0.02296,0.309511623837516,-0.5093230362280391,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,310.65,n-propanol,CCCO,0.02475,0.3333503252596048,-0.477099116784457,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Nc1cc(Cl)ccc1C(=O)O,313.15,n-propanol,CCCO,0.02656,0.3575157678899384,-0.4467047992990429,2-amino-4-chlorobenzoic acid,89-77-0,66646,No,10.1016/j.jct.2016.11.019
Clc1ccc2c(c1)Nc1ccccc1S2,283.15,n-propanol,CCCO,0.0041,0.055619314382837,-1.2547743689703452,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,285.65,n-propanol,CCCO,0.004255,0.0575854140171914,-1.2396875064037949,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,288.15,n-propanol,CCCO,0.004457,0.0601556396109323,-1.220723651165445,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,290.65,n-propanol,CCCO,0.004664,0.0628273391821423,-1.2018513328191982,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,293.15,n-propanol,CCCO,0.00487,0.0654331917257063,-1.1842018949995985,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,295.65,n-propanol,CCCO,0.005085,0.0681792746654973,-1.1663476233835677,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,298.15,n-propanol,CCCO,0.005303,0.0709335805616196,-1.1491481174261624,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,300.65,n-propanol,CCCO,0.00552,0.0736659262636045,-1.1327333460288531,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,303.15,n-propanol,CCCO,0.005753,0.0766102314620091,-1.1157132255271631,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,305.65,n-propanol,CCCO,0.006005,0.079765892352202,-1.098182771929018,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,308.15,n-propanol,CCCO,0.006222,0.0824627953738384,-1.083741947307448,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,310.65,n-propanol,CCCO,0.006489,0.0857919883196603,-1.0665532668251914,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,313.15,n-propanol,CCCO,0.006776,0.0893927937279148,-1.0486974898209076,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
Clc1ccc2c(c1)Nc1ccccc1S2,315.65,n-propanol,CCCO,0.00705,0.0927779804213211,-1.0325550853786098,2-chlorophenothiazine,92-39-7,7088,No,10.1016/j.jct.2016.11.029
